Opponent Decklist,Alpine Moon | Hammerheim | Heartfire Hero,Blast Zone | Keldon Megaliths | Sunken Citadel,Field of Ruin | Idol of False Gods | Sol Ring,Mishra's Factory | Mox Jet | Nezumi Shortfang,Ancient Tomb | Mox Ruby | Stingerback Terror,Dark Ritual | Swamp | Unstoppable Slasher,Remote Farm | Skrelv's Hive | Soul Partition,Total
Dryad Arbor | Force of Negation | Mental Misstep,1.0,-1.0,0.6666666666666666,1.0,0.20588235294117646,1.0,1.0,3.8725490196078427
Mishra's Factory | Mox Jet | Nezumi Shortfang,1.0,1.0,-0.125,-0.0,0.05,1.0,-0.0,2.925
Gleeful Demolition | Serene Remembrance | Slagwoods Bridge,-1.0,1.0,0.0,-0.5,0.4166666666666667,1.0,1.0,1.9166666666666667
Bloodhall Ooze | Leyline of the Guildpact | The Tabernacle at Pendrell Vale,1.0,0.3333333333333333,1.0,1.0,-0.7,-1.0,-0.0,1.6333333333333329
Khalni Garden | Mistbreath Elder | Sunshower Druid,1.0,0.0,0.0,-0.9,1.0,0.6666666666666666,-0.2,1.5666666666666667
Mountain | Storm World | Wayward Guide-Beast,-0.0,0.3333333333333333,1.0,-0.25,0.5,-0.4,0.375,1.5583333333333331
"Mishra's Factory | Mox Pearl | Phelia, Exuberant Shepherd",1.0,0.21428571428571427,0.0,-0.21052631578947367,-0.4,1.0,-0.09259259259259259,1.511166805903648
Etched Slith | Mishra's Factory | Mox Jet,1.0,1.0,-0.0,-0.5,0.0,-0.0625,0.04838709677419355,1.4858870967741935
Crystal Vein | Mana Vault | Thought-Knot Seer,-0.0,0.2857142857142857,0.3333333333333333,-0.0,-0.18181818181818182,-0.0,1.0,1.4372294372294372
Dryad Arbor | Mental Misstep | Mistbreath Elder,1.0,-1.0,1.0,-0.21875,-0.42857142857142855,0.7,0.2727272727272727,1.325405844155844
Plains | Student of Warfare | Unwanted Remake,1.0,-0.7142857142857143,0.4,1.0,-0.6,1.0,-1.0,1.0857142857142859
Dark Ritual | Phylactery Lich | Vault of Whispers,1.0,0.0,1.0,-0.3333333333333333,0.25,-0.5,-0.3333333333333333,1.0833333333333335
Mox Jet | Mutavault | Nezumi Shortfang,1.0,0.75,0.0,-0.34210526315789475,-0.25,-0.14285714285714285,-0.0,1.0150375939849625
On Thin Ice | Snow-Covered Plains | Student of Warfare,1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0
Assassin Initiate | Evil Presence | Swamp,1.0,1.0,0.0,-0.21428571428571427,-0.2857142857142857,-0.6,-0.125,0.775
Dryad Arbor | Jaddi Offshoot | Mistbreath Elder,0.5,-0.42857142857142855,0.25,-0.15,-0.2,0.5,0.2857142857142857,0.7571428571428571
Floodpits Drowner | Mox Sapphire | Mutavault,1.0,0.3333333333333333,0.0,-0.3333333333333333,-1.0,0.5,0.09090909090909091,0.5909090909090909
Ancient Tomb | Mana Vault | Thought-Knot Seer,-0.0,0.0,0.0,-0.1,-0.0,-0.3333333333333333,1.0,0.5666666666666667
"Emrakul, the Aeons Torn | Lotus Bloom | Show and Tell",1.0,-0.2,0.3333333333333333,-0.5555555555555556,0.2,-0.15,-0.08333333333333333,0.5444444444444443
"Mox Pearl | Mutavault | Phelia, Exuberant Shepherd",1.0,0.0,0.0,-0.3076923076923077,-0.5833333333333334,0.2727272727272727,0.06521739130434782,0.44691902300597947
Detention Vortex | Sleep-Cursed Faerie | Undiscovered Paradise,1.0,-0.3333333333333333,0.0,-0.07407407407407407,0.0,-0.21875,0.03125,0.40509259259259267
Bloodhall Ooze | Deathrite Shaman | Undiscovered Paradise,1.0,-0.3333333333333333,0.0,-0.03571428571428571,0.3333333333333333,-0.4,-0.25,0.3142857142857144
"Rograkh, Son of Rohgahh | Senu, Keen-Eyed Protector | Solitude",1.0,-0.5,0.0,-0.0,-0.2,1.0,-1.0,0.30000000000000004
"Cruelclaw's Heist | Mishra's Factory | Urborg, Tomb of Yawgmoth",-0.5,1.0,0.0,-0.18181818181818182,0.0,-0.09090909090909091,-0.11764705882352941,0.10962566844919786
Assassin's Trophy | Golgari Rot Farm | Treetop Village,-0.0,-0.5,-1.0,-0.8,1.0,1.0,0.3125,0.012500000000000178
Flare of Malice | Nested Shambler | Swamp,1.0,1.0,0.0,-0.35714285714285715,-0.625,-0.3333333333333333,-0.8,-0.11547619047619051
Sleep-Cursed Faerie | Undiscovered Paradise | Unwanted Remake,1.0,-1.0,0.0,0.5,-0.3333333333333333,-0.3181818181818182,-0.125,-0.2765151515151515
Blinkmoth Nexus | Mox Pearl | Reluctant Role Model,0.5,-0.16666666666666666,0.0,-0.3,-0.6,0.38461538461538464,-0.1,-0.28205128205128205
Bottomless Vault | Doomsday Confluence | Subterranean Hangar,-0.0,1.0,-0.3333333333333333,-0.2,0.5,-0.25,-1.0,-0.2833333333333332
"Lotus Bloom | Lotus Bloom | Vraska, Relic Seeker",1.0,0.3333333333333333,1.0,-1.0,-0.5,-0.75,-0.375,-0.29166666666666696
Lotus Bloom | Mental Misstep | True-Name Nemesis,1.0,-0.5,1.0,-0.75,-0.8333333333333334,0.16666666666666666,-0.42857142857142855,-0.34523809523809523
Lotus Bloom | Mental Misstep | Plague Engineer,1.0,-0.5,1.0,-0.625,-0.6666666666666666,0.0,-0.6,-0.3916666666666666
Luminarch Aspirant | Mox Pearl | Rishadan Port,0.5,-0.1111111111111111,0.0,-0.3333333333333333,-0.6666666666666666,0.2727272727272727,-0.07142857142857142,-0.40981240981240974
Forest | Llanowar Mentor | Worldspine Wurm,1.0,-0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-1.0,-0.2,-0.5333333333333332
Isochron Scepter | Lightning Helix | Mana Crypt,1.0,0.0,-1.0,0.21428571428571427,-1.0,1.0,-1.0,-0.7857142857142857
Hammerheim | Heartfire Hero | Lightning Bolt,1.0,-0.25,-1.0,-0.19230769230769232,0.0,-0.05,-0.4583333333333333,-0.9506410256410256
Alpine Moon | Scythe Tiger | Taiga,1.0,-0.25,-1.0,-0.875,-0.3333333333333333,-0.875,0.9,-1.4333333333333331
Academy Ruins | Azorius Chancery | The Filigree Sylex,1.0,-1.0,0.0,-0.2857142857142857,-0.6666666666666666,-1.0,-0.4166666666666667,-2.369047619047619
